Data1,Data2,Output
0.03,-0.43,1
0.60,0.85,0
0.30,-0.35,1
0.62,0.96,0
-1.06,0.49,0
1.05,0.55,0
0.13,0.51,1
-0.31,0.21,1
0.13,1.01,0
-0.27,0.34,1
0.22,0.31,1
-0.61,0.72,0
-0.28,-0.20,1
0.29,-0.45,1
-0.24,-0.28,1
-0.10,-0.46,1
-0.11,-0.39,1
1.03,0.25,0
-0.38,-0.38,1
-0.26,0.25,1
0.34,-0.33,1
0.23,0.92,0
0.70,0.61,0
-0.20,0.24,1
-0.25,-0.29,1
0.94,-0.26,0
-0.37,0.28,1
-0.41,-1.05,0
-0.37,0.09,1
-1.03,-0.15,0
0.42,-0.91,0
-0.82,0.28,0
-0.29,0.25,1
-0.20,0.31,1
0.15,0.39,1
-0.88,-0.35,0
-0.53,-0.80,0
0.29,-0.81,0
0.65,-0.73,0
0.97,0.11,0
-0.24,-0.36,1
0.69,0.53,0
0.19,1.11,0
-0.58,-0.87,0
-0.40,-0.86,0
-0.02,-1.12,0
0.41,0.94,0
-0.08,0.35,1
-0.80,-0.08,0
-0.45,-0.12,1
-0.09,0.32,1
0.69,0.87,0
-0.66,0.72,0
-0.92,0.32,0
0.45,0.87,0
-0.51,-0.82,0
-0.32,0.26,1
0.24,1.10,0
0.18,-0.32,1
0.44,0.04,1
0.30,-0.11,1
0.22,0.33,1
-0.32,-0.87,0
-0.26,-0.39,1
-0.86,0.54,0
-0.04,0.97,0
0.41,0.16,1
-0.14,-1.11,0
0.29,-0.96,0
0.70,-0.08,1
-0.22,0.39,1
0.57,-0.92,0
0.78,0.52,0
-0.07,0.87,0
0.59,-0.66,0
0.21,0.25,1
-1.12,-0.12,0
-0.10,-0.28,1
-0.27,-0.28,1
-0.36,-0.24,1
0.47,-0.22,1
-0.99,-0.13,0
0.40,0.97,0
1.01,-0.44,0
0.31,-0.01,1
-0.99,-0.08,0
0.35,0.45,1
1.01,-0.55,0
-0.17,-0.28,1
0.26,-0.30,1
-0.46,-0.08,1
0.94,-0.49,0
0.34,0.39,1
-0.02,-1.13,0
0.21,-0.21,1
0.27,-0.92,0
0.01,-0.95,0
-0.19,1.06,0
0.17,-0.33,1
-0.94,-0.44,0
-0.01,-0.94,0
-0.73,0.68,0
0.42,0.10,1
0.77,0.86,0
0.32,0.19,1
0.30,-0.19,1
-1.02,-0.27,0
-0.21,0.32,1
0.01,0.44,1
0.70,0.75,0
0.47,-0.76,0
0.56,0.61,0
0.54,0.13,1
1.06,-0.22,0
0.96,0.24,0
0.20,-0.29,1
-0.73,0.47,0
0.90,0.56,0
-0.20,-0.12,1
0.27,-0.12,1
0.70,-0.69,0
0.29,0.08,1
-0.16,-0.45,1
0.22,-0.36,1
-0.21,0.07,1
0.10,-0.26,1
0.09,0.30,1
-0.41,0.29,1
0.17,0.48,1
-1.11,0.01,0
-0.25,0.18,1
0.60,-0.76,0
-0.22,0.33,1
-0.78,0.64,0
-0.25,-0.34,1
-0.30,0.92,0
0.94,-0.26,0
-0.01,-0.30,1
0.54,-0.12,1
-0.53,-0.08,1
-0.25,0.24,1
0.85,-0.44,0
-0.88,-0.42,0
-0.54,0.83,0
0.80,-0.05,0
-0.76,0.77,0
0.48,0.90,0
-0.51,0.02,1
-0.65,-0.60,0
-0.82,0.35,0
-0.03,0.17,1
0.25,0.25,1
0.91,0.40,0
-0.05,-0.48,1
0.97,-0.13,0
-0.48,0.02,1
0.69,-0.79,0
-0.87,-0.62,0
1.21,0.11,0
0.72,-0.63,0
0.49,-0.03,1
-1.08,-0.23,0
-0.20,-0.42,1
0.36,0.23,1
0.12,0.26,1
-0.40,0.17,1
-0.62,-0.77,0
0.19,0.31,1
0.18,-0.93,0
-0.41,0.00,1
0.97,0.39,0
-0.73,-0.71,0
-0.96,-0.16,0
0.27,-0.73,0
0.15,-0.38,1
0.69,-0.81,0
-0.40,0.34,1
0.68,0.92,0
-0.18,1.03,0
0.30,-0.08,1
-0.31,0.03,1
0.23,0.31,1
0.41,-0.31,1
0.22,0.07,1
0.54,-0.71,0
0.79,0.88,0
0.91,0.63,0
0.24,-0.36,1
1.09,-0.19,0
0.20,0.00,1
-0.70,-0.80,0
-0.20,1.04,0
-0.91,-0.59,0
0.43,0.76,0
-1.01,0.60,0
0.22,-0.60,1
0.86,-0.02,0
0.26,-0.05,1
-0.93,0.69,0
-0.57,-0.93,0
-0.53,-1.05,0
0.89,-0.41,0
-0.05,-1.01,0
-0.40,0.35,1
-0.46,0.99,0
0.11,1.01,0
-0.26,1.17,0
0.37,-0.10,1
0.13,-0.94,0
-0.45,0.19,1
0.42,0.06,1
0.97,0.29,0
0.69,0.49,0
0.69,-0.77,0
-0.59,0.94,0
-0.79,0.38,0
0.16,0.27,1
0.53,-0.03,1
0.41,-1.04,0
-0.32,0.50,1
-0.15,-0.39,1
1.22,0.09,0
0.22,-0.47,1
-0.44,0.74,0
-0.86,0.26,0
-0.84,-0.35,0
0.19,0.52,1
0.57,0.72,0
0.70,-0.54,0
0.98,0.46,0
0.24,0.24,1
0.50,-0.85,0
-1.07,-0.23,0
-1.06,0.25,0
-0.36,-0.20,1
-0.24,1.11,0
-0.06,0.41,1
0.09,-0.98,0
0.82,0.36,0
-1.08,-0.19,0
0.36,-0.39,1
-0.32,0.99,0
0.18,-0.18,1
-0.47,0.05,1
-0.29,0.75,0
-1.23,0.11,0
0.50,-0.27,1
0.27,0.16,1
0.41,-0.13,1
-0.84,0.11,0
0.87,-0.49,0
-0.85,-0.72,0
-0.34,0.85,0
0.08,0.34,1
0.03,-0.46,1
-0.32,0.08,1
-0.79,0.67,0
-0.62,0.75,0
-0.16,-1.25,0
0.96,0.45,0
0.85,-0.25,0
0.76,-0.57,0
0.67,-0.77,0
-0.09,-1.01,0
0.07,-0.39,1
0.18,-0.53,1
0.75,-0.22,0
-0.18,0.54,1
-0.83,-0.55,0
-0.40,-0.23,1
0.64,0.88,0
-0.99,0.23,0
0.07,-0.57,1
0.60,-0.96,0
0.44,0.23,1
0.68,0.45,0
0.05,0.36,1
0.20,-0.41,1
-0.87,-0.15,0
0.08,1.11,0
0.48,-0.20,1
0.33,0.19,1
0.34,-0.18,1
-0.39,-0.07,1
0.41,-0.02,1
-0.71,0.69,0
-0.80,-0.59,0
0.74,0.57,0
-0.42,-0.03,1
-0.92,-0.43,0
-0.22,-0.31,1
0.30,-0.88,0
-0.36,0.16,1
-0.98,-0.40,0
1.04,0.58,0
0.46,0.62,0
-0.38,0.04,1
0.21,-0.34,1
0.54,-0.74,0
-1.06,-0.17,0
-0.07,-0.97,0
-0.47,0.79,0
0.53,-0.67,0
-0.03,-0.61,1
1.09,0.65,0
-0.76,0.60,0
0.53,0.92,0
0.16,-0.36,1
0.19,-0.26,1
0.20,0.90,0
-0.91,0.29,0
0.19,-0.31,1
0.39,-0.27,1
-0.92,-0.19,0
-0.17,0.33,1
-0.34,-0.07,1
0.37,0.99,0
-0.46,-0.87,0
0.96,-0.35,0
-0.20,0.88,0
0.18,-1.04,0
0.16,0.31,1
0.25,-0.34,1
-0.17,0.30,1
0.06,0.32,1
0.31,-0.20,1
0.13,0.44,1
0.29,-0.24,1
0.48,0.20,1
0.38,-0.93,0
0.42,-0.34,1
-0.80,-0.58,0
0.01,-0.40,1
0.25,0.92,0
-0.31,0.74,0
-0.99,0.13,0
-0.29,1.01,0
0.27,0.16,1
-0.02,0.26,1
-0.01,-0.48,1
-0.15,0.33,1
0.52,0.87,0
0.38,-0.11,1
-0.26,-0.30,1
-0.07,0.50,1
-0.05,-0.27,1
-0.09,-0.95,0
0.33,-0.29,1
-0.61,-0.85,0
-0.09,-0.36,1
-0.49,0.83,0
0.74,0.40,0
0.42,-0.24,1
0.16,0.56,1
0.38,-0.08,1
-0.27,-0.25,1
-0.12,-0.34,1
0.62,0.66,0
-0.59,-0.88,0
-0.92,-0.23,0
-0.30,-1.02,0
1.18,0.19,0
0.95,-0.02,0
-0.11,-0.26,1
-0.46,-0.34,1
-0.87,0.43,0
-0.22,-0.38,1
0.32,0.24,1
0.33,0.88,0
-0.10,0.17,1
-0.47,-0.76,0
0.25,-0.31,1
-0.37,-0.97,0
0.69,-0.52,0
-0.18,-0.57,1
0.42,0.35,1
0.03,-0.88,0
0.38,-0.15,1
-0.25,0.30,1
-0.45,0.70,0
0.29,-0.09,1
0.71,0.23,0
0.08,-0.54,1
0.10,0.45,1
-0.39,1.03,0
0.13,0.53,1
-0.60,-0.78,0
-0.22,0.25,1
0.82,-0.23,0
-0.79,0.41,0
-0.20,0.15,1
1.03,-0.32,0
-0.37,0.45,1
0.97,-0.25,0
0.11,1.08,0
0.84,0.53,0
-0.01,-0.55,1
-0.58,0.88,0
0.08,0.96,0
-0.89,0.26,0
0.98,0.17,0
1.02,0.10,0
0.25,-1.07,0
-0.12,0.52,1
-0.66,-0.78,0
-0.18,-0.23,1
0.96,-0.20,0
-0.09,-0.33,1
-0.44,1.00,0
-0.41,0.80,0
0.32,0.91,0
0.22,-0.25,1
0.64,-0.77,0
0.39,1.07,0
0.03,0.33,1
0.25,0.00,1
0.28,-0.45,1
-0.24,0.74,0
-0.71,0.64,0
0.43,0.03,1
0.27,-1.11,0
-0.05,0.24,1
-0.40,-0.16,1
0.33,-0.29,1
-0.09,0.40,1
-0.06,-0.21,1
0.26,-1.09,0
-1.04,-0.42,0
0.73,-0.64,0
-0.32,0.11,1
-0.17,-0.25,1
-0.12,-0.49,1
0.35,-0.19,1
0.03,0.36,1
-1.05,0.49,0
-0.15,0.34,1
0.03,-0.99,0
0.54,-1.06,0
0.17,0.46,1
-0.58,-0.61,0
0.66,0.48,0
0.87,-0.43,0
-0.22,0.13,1
-0.17,0.71,0
0.73,0.68,0
-0.82,0.60,0
0.53,0.83,0
0.23,0.20,1
0.32,-0.81,0
-0.34,-0.27,1
0.12,-1.04,0
-0.81,0.56,0
0.00,0.43,1
-0.46,-0.09,1
0.83,0.55,0
0.03,0.46,1
0.50,-0.09,1
-0.27,1.13,0
-0.05,0.51,1
-0.04,0.93,0
0.18,-0.42,1
0.58,0.74,0
-0.49,-0.96,0
-0.08,-0.26,1
-0.39,0.95,0
0.18,1.08,0
-0.30,0.18,1
-0.71,0.60,0
-0.23,-1.01,0
-0.25,0.25,1
0.64,0.72,0
-0.18,-0.19,1
0.84,0.61,0
0.24,-0.31,1
-0.21,0.35,1
0.95,-0.24,0
-0.31,0.11,1
-0.59,0.79,0
-0.37,0.25,1
0.98,-0.37,0
0.55,1.07,0
-0.03,-0.40,1
-0.43,0.10,1
-0.95,-0.34,0
0.24,-0.34,1
0.04,-0.38,1
0.95,0.50,0
0.70,0.96,0
-0.35,-0.89,0
0.71,0.67,0
-1.00,-0.02,0
0.26,-0.19,1
-1.14,-0.06,0
0.32,0.26,1
0.43,0.09,1
-0.98,0.68,0
-0.13,0.22,1
-0.23,-0.33,1
0.82,0.40,0
-0.02,-0.29,1
-0.11,1.12,0
-0.81,0.84,0
0.78,0.71,0
0.14,-1.04,0
0.24,-0.91,0
-0.49,0.69,0
0.47,0.10,1
-0.60,0.62,0
-0.64,0.60,0
-0.44,-0.88,0
0.33,0.26,1
0.19,-0.13,1
0.88,0.26,0
-0.72,0.53,0
0.35,-0.96,0
-0.42,0.28,1
-0.23,0.01,1
0.95,-0.60,0
0.44,-0.24,1
0.56,0.25,1
-0.23,0.71,0
-0.44,-1.00,0
0.03,0.53,1
-0.83,-0.34,0
0.08,-0.53,1
0.31,-0.14,1
-0.11,0.51,1
0.46,-0.70,0
0.09,0.47,1
0.73,-0.78,0
0.89,-0.22,0
-0.45,0.30,1
0.46,0.22,1
0.31,-0.98,0
0.28,0.98,0
0.03,0.43,1
-0.41,0.29,1
-0.37,-0.25,1
-0.77,0.73,0
0.48,-0.96,0
-0.22,0.37,1
0.29,-0.29,1
-0.75,0.87,0
0.42,-0.09,1
-0.98,0.47,0
-0.43,0.94,0
0.58,-0.24,1
0.57,0.71,0
0.97,0.11,0
0.28,-0.78,0
1.00,0.25,0
0.14,0.26,1
-0.44,0.19,1
-0.74,-0.29,0
-0.35,0.35,1
0.25,0.17,1
-1.05,0.64,0
0.41,-0.99,0
0.41,-0.32,1
-0.50,-0.07,1
0.19,-0.31,1
0.97,-0.14,0
-0.34,0.32,1
-0.25,-0.18,1
0.30,0.17,1
0.26,-0.42,1
-0.37,-0.16,1
0.01,-0.35,1
0.53,-0.69,0
-0.16,-0.17,1
0.40,-0.91,0
0.68,0.59,0
0.01,0.85,0
-0.95,-0.33,0
0.33,-0.37,1
0.07,-0.92,0
-0.33,-1.01,0
-0.46,1.02,0
0.92,0.28,0
-1.00,0.12,0
0.32,-0.83,0
-0.39,0.30,1
0.39,-1.14,0
-0.86,0.53,0
-0.34,0.33,1
0.24,-0.23,1
0.96,-0.40,0
0.47,0.98,0
-0.06,0.50,1
0.13,0.18,1
-0.42,-0.06,1
0.84,0.59,0
0.10,0.47,1
0.41,0.19,1
0.12,0.23,1
0.10,0.30,1
0.30,-0.28,1
-0.37,-0.19,1
-0.88,0.04,0
-0.55,-0.99,0
0.36,1.06,0
0.18,-0.42,1
0.48,-0.04,1
-0.33,0.08,1
0.50,-0.09,1
-0.21,0.56,1
0.16,-0.54,1
-0.11,1.11,0
0.36,-0.31,1
0.82,0.77,0
0.69,0.82,0
0.87,-0.51,0
0.30,-0.28,1
-0.31,-0.38,1
-0.77,-0.59,0
0.24,0.90,0
-0.97,-0.34,0
0.30,-0.08,1
0.48,0.19,1
-0.27,0.44,1
-0.58,0.12,1
0.76,-0.58,0
-0.45,0.06,1
0.40,-1.07,0
-0.25,0.50,1
-0.98,-0.43,0
-0.78,-0.13,0
0.18,-1.11,0
0.30,0.15,1
0.91,0.48,0
-0.16,0.26,1
0.16,0.54,1
-0.36,0.27,1
-0.62,0.83,0
-0.01,-0.27,1
-0.38,-0.90,0
0.81,-0.36,0
-0.42,-0.12,1
-0.02,0.31,1
0.24,0.35,1
-0.13,-0.34,1
-0.32,-0.11,1
0.70,-0.80,0
0.67,-0.48,0
0.99,-0.23,0
-0.87,0.43,0
-0.37,-0.04,1
0.45,0.13,1
0.94,0.33,0
1.02,-0.27,0
1.02,-0.25,0
-0.97,0.26,0
0.90,0.71,0
-0.05,0.84,0
-0.39,0.77,0
0.32,-0.28,1
0.32,-0.13,1
0.96,0.29,0
0.77,0.46,0
-0.47,0.09,1
-0.70,0.41,0
-0.38,-0.11,1
-0.89,0.28,0
-0.85,-0.37,0
-1.04,-0.18,0
-0.39,-0.22,1
0.48,-0.22,1
0.04,0.38,1
-0.58,-0.91,0
0.95,-0.66,0
-1.01,0.02,0
0.26,1.02,0
1.03,-0.12,0
0.95,0.52,0
-0.08,0.97,0
0.40,-0.97,0
0.09,-0.47,1
0.37,0.10,1
0.60,0.95,0
0.32,-0.27,1
0.21,-0.96,0
0.03,0.36,1
0.15,-0.48,1
-0.24,0.27,1
1.01,0.06,0
0.11,0.37,1
-0.07,-0.28,1
0.40,1.08,0
0.10,0.44,1
0.88,-0.15,0
0.99,0.28,0
-0.95,0.27,0
0.95,0.17,0
0.11,0.81,0
-0.22,0.09,1
0.15,0.52,1
0.87,-0.33,0
0.22,0.31,1
-0.28,0.37,1
-0.86,0.58,0
-1.01,-0.06,0
0.40,0.33,1
0.22,-0.31,1
0.15,0.93,0
-0.01,0.35,1
0.02,0.22,1
0.02,1.15,0
-1.23,0.38,0
-0.31,-0.70,0
-0.23,-0.13,1
-0.79,0.63,0
1.16,-0.20,0
0.05,-0.28,1
-0.21,-0.34,1
-0.63,-0.19,1
1.02,-0.20,0
0.35,-0.02,1
-0.15,0.37,1
-0.76,-0.61,0
0.70,0.40,0
-0.27,-0.22,1
0.28,1.13,0
-0.35,0.04,1
0.49,0.14,1
0.26,0.86,0
0.37,-0.91,0
0.71,0.67,0
0.29,0.20,1
0.00,0.24,1
0.50,0.83,0
-0.30,-1.07,0
-0.86,0.62,0
0.14,-0.16,1
0.88,0.08,0
0.28,-0.93,0
0.35,0.19,1
-0.28,-0.28,1
0.61,-0.72,0
-0.87,-0.40,0
0.32,-0.90,0
0.16,0.97,0
0.97,0.37,0
0.13,-0.44,1
0.42,-0.75,0
-0.66,-0.76,0
1.04,-0.59,0
0.88,-0.38,0
0.78,-0.82,0
0.37,0.21,1
-0.30,0.19,1
-0.51,-0.98,0
-0.20,-0.32,1
-0.50,-0.80,0
0.08,-0.24,1
0.30,0.99,0
0.03,-1.07,0
0.42,0.99,0
0.49,-0.28,1
-0.07,0.37,1
0.04,-0.46,1
-0.92,-0.28,0
0.40,0.10,1
-0.31,0.44,1
0.35,-0.29,1
-0.18,-0.21,1
0.68,-0.63,0
0.31,0.11,1
0.69,-0.62,0
-0.40,-0.16,1
-0.14,-0.90,0
-0.74,0.69,0
-0.28,-0.44,1
-0.79,0.59,0
0.43,-0.96,0
-0.78,0.59,0
0.43,0.24,1
-0.37,0.34,1
0.96,-0.01,0
-1.07,0.20,0
0.22,0.22,1
0.77,0.42,0
0.82,-0.48,0
-0.26,-0.18,1
-0.22,-0.23,1
0.00,-0.34,1
-0.53,-0.36,1
-0.42,0.86,0
0.96,0.35,0
0.43,0.82,0
-0.81,-0.45,0
0.20,0.87,0
-0.85,-0.60,0
0.47,0.08,1
0.85,-0.21,0
-0.57,0.98,0
-0.95,0.37,0
-0.69,0.66,0
-0.78,0.50,0
0.18,0.51,1
0.44,-0.02,1
-0.23,1.08,0
-0.30,-0.19,1
0.09,0.34,1
-0.12,-0.53,1
0.08,0.39,1
0.42,-0.16,1
-0.12,-0.44,1
-0.41,0.15,1
-0.52,0.85,0
-0.57,-0.57,0
0.27,-0.05,1
-0.91,0.13,0
-0.94,0.51,0
0.05,0.44,1
0.41,-0.92,0
0.33,-0.25,1
-0.33,-0.77,0
1.14,0.04,0
0.06,0.35,1
0.42,0.25,1
-0.25,0.01,1
0.10,-0.35,1
-0.43,-0.92,0
0.69,0.53,0
-0.99,0.50,0
0.41,-0.13,1
-0.16,0.06,1
-0.35,0.12,1
0.34,-0.22,1
-0.91,0.46,0
0.42,-0.77,0
0.14,0.26,1
-0.53,-0.84,0
-0.25,0.42,1
0.61,0.77,0
0.84,-0.16,0
0.37,0.96,0
0.59,0.89,0
0.34,-0.29,1
-0.28,0.96,0
0.29,0.50,1
0.09,-0.44,1
-0.53,0.07,1
0.22,-0.70,0
-0.20,0.40,1
0.93,-0.12,0
-0.01,1.08,0
0.08,1.08,0
-0.38,-0.15,1
0.20,-0.46,1
-0.06,-0.39,1
0.26,0.20,1
-0.39,0.17,1
-0.62,-0.70,0
0.81,0.45,0
0.18,0.04,1
-0.95,-0.63,0
-0.50,-0.84,0
0.12,0.27,1
0.15,-0.35,1
-0.43,0.99,0
-0.82,0.72,0
-0.84,0.16,0
0.73,0.42,0
-0.27,-0.36,1
0.79,-0.28,0
-0.13,-0.75,0
0.80,0.46,0
0.41,-0.12,1
0.67,0.72,0
-0.21,-0.68,0
0.01,0.27,1
-0.91,-0.35,0
-0.14,-0.21,1
-0.46,-0.00,1
0.23,1.08,0
0.60,-0.90,0
-0.97,0.11,0
-0.49,0.10,1
0.26,0.26,1
0.03,-0.91,0
0.38,0.87,0
-0.45,0.92,0
0.41,0.02,1
-1.11,0.37,0
-0.15,0.54,1
0.45,-0.09,1
0.32,-0.85,0
0.57,0.87,0
-0.87,0.40,0
-0.43,0.27,1
0.96,-0.22,0
-0.17,-0.26,1
0.46,0.80,0
-0.22,0.27,1
-0.48,-0.22,1
-0.74,0.64,0
-1.09,-0.10,0
0.14,0.50,1
-0.27,-0.22,1
0.07,0.39,1
-1.14,0.08,0
0.17,1.12,0
-0.13,0.50,1
0.69,-0.90,0
-0.12,-0.21,1
-0.81,0.54,0
0.92,-0.51,0
-0.32,0.18,1
-0.29,0.20,1
-0.56,0.10,1
-0.35,0.06,1
-0.21,0.28,1
0.00,0.50,1
0.15,1.02,0
0.27,-0.57,1
-0.14,0.42,1
0.29,0.32,1
0.91,-0.35,0
0.52,0.23,1
-0.17,0.85,0
-0.19,-0.02,1
-0.24,1.02,0
0.20,-0.29,1
0.66,0.71,0
0.40,-0.17,1
-0.38,-0.35,1
-0.41,0.09,1
-0.70,-0.55,0
-0.14,-0.24,1
0.52,-1.00,0
0.36,0.24,1
-1.02,-0.09,0
0.24,-0.49,1
-0.05,1.08,0
-0.83,-0.10,0
0.42,0.31,1
1.07,0.06,0
-0.05,-0.93,0
0.41,0.27,1
-0.59,0.21,1
0.63,-0.06,1
-0.18,0.37,1
-0.88,-0.35,0
0.14,0.34,1
0.91,0.72,0
0.18,0.30,1
0.51,0.10,1
-0.40,0.39,1
-0.32,-0.11,1
-0.24,-0.51,1
-0.30,0.24,1
-0.35,0.01,1
-0.87,0.42,0
-0.12,0.36,1
0.73,0.79,0
0.34,0.29,1
0.11,1.07,0
0.44,0.03,1
-0.34,0.23,1
0.58,0.03,1
0.45,0.07,1
-1.07,0.13,0
0.01,0.33,1
0.16,0.38,1
0.18,-0.36,1
0.53,0.09,1
0.62,0.96,0
-0.25,0.92,0
-0.12,0.34,1
-0.41,-0.09,1
-0.47,-0.04,1
0.13,-1.05,0
-0.40,-0.51,1
0.10,-0.40,1
0.81,-0.46,0
0.29,-1.09,0
0.25,0.02,1
0.37,0.97,0
1.00,0.01,0
-0.40,-0.13,1
-0.40,-0.16,1
0.49,0.08,1
-0.21,0.15,1
0.20,-0.36,1
-0.85,-0.51,0
0.85,0.63,0
-0.40,-0.87,0
0.19,-0.97,0
-0.05,1.04,0
-0.08,0.42,1
0.85,0.36,0
-0.51,-0.05,1
-0.14,0.48,1
-0.05,0.40,1
0.27,0.24,1
0.83,-0.32,0
0.77,-0.77,0
-0.06,-1.03,0
0.50,0.82,0
-0.14,-0.34,1
-1.04,0.35,0
-0.34,-0.96,0
-0.29,0.08,1
1.05,-0.16,0
0.29,-0.26,1
-0.27,-0.38,1
-0.10,0.34,1
0.90,-0.24,0
0.39,0.03,1
0.83,0.09,0
-0.10,0.40,1
-0.02,0.31,1
-0.02,-0.44,1
0.09,-0.38,1
-0.99,0.58,0
-0.77,-0.56,0
-0.22,0.34,1
0.29,0.95,0
-0.36,0.05,1
0.53,-0.21,1
-0.79,-0.63,0
0.07,0.23,1
-0.76,-0.79,0
-0.09,0.49,1
-0.29,0.38,1
-0.34,0.28,1
0.16,0.30,1
0.74,0.66,0
-0.28,-0.19,1
0.34,0.14,1
0.73,-0.48,0
-0.38,-0.26,1
0.27,-0.33,1
-0.03,1.01,0
0.92,0.04,0
0.07,0.47,1
-0.67,0.99,0
-0.42,-0.24,1
0.59,-0.81,0
0.17,0.08,1
-0.93,0.23,0
0.33,0.17,1
0.17,0.57,1
0.27,-0.32,1
0.21,0.88,0
0.12,0.62,1
0.43,-0.03,1
0.08,0.44,1
-0.67,0.46,0
0.39,-0.02,1
0.58,-0.86,0
-0.25,-0.07,1
0.34,1.01,0
0.07,1.11,0
0.29,0.18,1
-0.88,-0.61,0
0.44,-0.17,1
0.15,0.81,0
-0.29,-0.17,1
-0.99,-0.48,0
-0.31,0.99,0
-0.60,-0.73,0
1.03,0.21,0
-0.29,0.39,1
0.39,0.21,1
-0.03,-0.43,1
0.29,-0.36,1
-0.04,0.33,1
-0.44,0.28,1
0.84,-0.46,0
0.00,-0.32,1
-0.97,-0.25,0
-0.05,-0.33,1
-0.33,0.32,1
-0.87,0.61,0
0.14,0.22,1
-0.00,-0.41,1
0.36,-0.06,1
0.17,0.94,0
-0.62,-0.81,0
-0.34,-0.03,1
0.39,-0.05,1
0.36,-0.09,1
-0.06,0.40,1
-0.56,-0.71,0
-0.16,0.35,1
0.17,-0.41,1
-0.33,-0.14,1
0.09,0.28,1
-0.41,0.37,1
0.21,0.94,0
0.43,-0.95,0
0.01,0.33,1
0.21,0.37,1
1.06,0.25,0
-0.80,0.52,0
1.10,-0.06,0
0.20,-0.43,1
0.27,0.13,1
0.31,-0.38,1
0.21,1.19,0
-0.10,-0.47,1
-0.38,-0.08,1
-0.35,-0.17,1
-0.22,0.37,1
0.64,-0.95,0
-0.32,0.33,1
-0.44,-0.17,1
-0.10,0.30,1
0.33,0.06,1
0.29,0.28,1
0.20,0.45,1
0.71,-0.49,0
-0.42,-0.42,1
0.10,0.45,1
-0.31,0.28,1
-0.37,-0.85,0
-0.07,-0.35,1
0.34,-1.01,0
-0.41,0.75,0
0.41,0.67,0
-1.13,-0.14,0
0.45,0.17,1
0.05,0.21,1
-0.99,-0.05,0
0.31,-0.18,1
-0.06,0.23,1
-0.66,-0.81,0
-0.57,-0.92,0
-0.13,0.97,0
-0.56,0.82,0
-0.34,0.13,1
-0.14,0.58,1
-0.42,-0.90,0
-0.30,0.95,0
-0.64,0.76,0
-0.13,-0.40,1
0.30,0.14,1
-0.12,-0.93,0
0.38,-0.03,1
-0.51,0.04,1
0.28,0.40,1
-0.10,0.45,1
-0.63,0.14,1
-0.66,0.73,0
0.77,-0.42,0
-1.00,-0.23,0
0.87,-0.21,0
-0.04,-0.27,1
0.40,0.24,1
1.00,0.17,0
-0.05,-0.47,1
0.36,-0.35,1
0.30,0.19,1
-0.37,-1.06,0
0.10,0.82,0
-0.34,0.77,0
0.74,0.53,0
-0.39,-0.27,1
0.58,0.90,0
-0.61,-1.00,0
0.43,0.83,0
0.60,1.05,0
-1.03,-0.52,0
0.32,-0.21,1
0.57,0.78,0
0.25,-0.33,1
-0.33,0.36,1
-0.37,-0.45,1
-0.37,0.98,0
-0.07,-0.34,1
-0.78,-0.22,0
-0.19,0.42,1
0.45,0.19,1
0.99,0.28,0
-0.61,0.64,0
0.99,0.43,0
0.43,0.26,1
0.51,-0.87,0
-0.46,-0.65,0
-0.14,0.36,1
0.49,-0.20,1
0.21,-1.02,0
0.24,0.31,1
-0.15,0.40,1
-0.99,0.69,0
0.92,0.53,0
-0.92,-0.37,0
-0.55,-0.12,1
0.86,0.38,0
-0.86,-0.51,0
0.41,0.15,1
0.19,0.35,1
-0.30,-0.87,0
-0.24,-0.14,1
-0.40,-0.95,0
-0.88,-0.31,0
0.10,-0.52,1
1.11,-0.12,0
-0.20,0.15,1
-0.47,-0.84,0
0.97,0.24,0
0.26,-0.99,0
1.03,0.35,0
0.45,0.87,0
0.28,-0.32,1
0.98,-0.46,0
-0.26,0.39,1
-0.24,-0.83,0
0.26,0.46,1
-0.20,-0.24,1
-0.73,0.52,0
0.88,0.13,0
0.31,0.42,1
-0.11,-0.37,1
-0.32,-0.00,1
-0.20,-0.35,1
-0.61,0.78,0
-0.39,-0.16,1
0.25,-0.30,1
0.26,0.20,1
-0.17,0.82,0
0.27,0.12,1
-0.24,0.31,1
-0.54,0.89,0
-0.99,-0.53,0
-0.45,0.82,0
-0.67,-0.79,0
0.69,-0.71,0
-0.75,0.93,0
-0.22,-0.40,1
-0.85,0.86,0
0.20,-0.57,1
-0.13,0.48,1
0.45,0.81,0
0.33,-0.01,1
0.29,0.48,1
0.07,0.29,1
-0.92,-0.54,0
0.87,0.31,0
-0.01,-0.96,0
-0.49,0.69,0
-0.18,-0.45,1
0.27,-0.20,1
0.06,0.40,1
-0.03,1.02,0
-0.31,0.30,1
0.14,-1.02,0
0.83,0.60,0
0.57,0.83,0
-0.42,-0.22,1
0.42,0.18,1
-1.07,0.03,0
-0.56,-0.67,0
0.02,-0.47,1
-0.13,0.40,1
0.26,0.35,1
0.07,0.89,0
0.35,0.09,1
0.13,-0.34,1
0.47,0.08,1
-0.40,-0.94,0
0.01,-0.36,1
-0.25,0.26,1
-0.01,0.47,1
0.45,0.99,0
0.39,-0.13,1
-0.99,0.36,0
1.02,-0.09,0
0.32,0.26,1
0.38,-0.23,1
0.22,0.26,1
-0.36,-0.35,1
-0.26,-0.35,1
-0.57,-0.66,0
-0.20,0.18,1
