Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,Price
3,2.25,2120,3630,1,0,0,5,1420,700,1959,0,3675000
3,2.5,1930,5640,1,0,0,3,1330,600,1961,0,3675000
3,1,1250,3600,1.5,0,0,3,1250,0,1955,0,3675000
4,2,1640,4280,1,0,0,3,1640,0,1963,0,3640000
3,2.5,2550,3570,2,0,0,3,2550,0,2001,0,3640000
3,1.5,2710,3180,1.5,0,0,3,2170,540,1980,0,3640000
3,1.75,1240,3000,1,0,0,3,1240,0,1978,0,3640000
4,1.5,2120,3520,2,0,0,3,2120,0,1974,0,3640000
4,2.25,3330,5960,2,0,0,3,3330,0,1994,0,3640000
4,2.25,1810,4130,2,0,0,3,1810,0,2003,0,3640000
3,1.75,1500,2850,1,0,0,3,1500,0,1979,0,3640000
4,2.5,1750,2275,1,0,0,4,1610,140,1947,0,3640000
4,1,1020,3520,1.5,0,0,5,1020,0,1947,0,3633000
3,1.75,1260,4500,1,0,0,5,1260,0,1947,0,3605000
4,2.75,2070,4000,1,0,0,5,1120,950,1945,0,3605000
4,1,1150,3150,1.5,0,0,3,1150,0,1947,0,3570000
3,1,1010,4500,1,0,0,4,1010,0,1947,0,3570000
3,1,1300,4500,2,0,0,3,1300,0,1947,0,3570000
3,1,1280,3640,1.5,0,0,4,1280,0,1947,0,3570000
3,1,1010,3850,1,0,0,4,1010,0,1947,0,3535000
2,1.5,1400,4240,1,0,0,5,1400,0,1947,0,3500000
2,1,770,3650,1,0,0,4,770,0,1947,0,3500000
2,1,1130,4600,1,0,0,3,1130,0,1947,0,3500000
3,2.5,1680,2135,2,0,0,3,1680,0,2007,0,3500000
2,1,1010,3036,1,0,0,3,1010,0,1947,0,3500000
3,1,1560,3990,1,0,0,4,910,650,1948,0,3500000
4,1.75,1530,7424,1,0,0,5,910,620,1948,0,3500000
3,1.5,1240,3480,1,0,0,5,1240,0,1948,0,3500000
2,1.75,1820,3600,1,0,0,4,910,910,1948,0,3500000
2,1,1200,3640,1,0,0,3,1200,0,1948,0,3500000
4,2.5,2820,5900,2,0,0,3,2820,0,2014,0,3500000
2,1.5,1220,3120,1,0,0,4,1220,0,1948,0,3500000
3,1.75,1490,7350,1,0,0,3,1490,0,1985,0,3500000
4,3.25,3430,3512,2,0,0,3,3430,0,2014,0,3500000
5,2.75,3360,9500,2,0,0,3,3360,0,2014,0,3500000
5,2.75,3360,5880,2,0,0,3,3360,0,2014,0,3500000
4,1,1940,12944,1.5,0,0,3,1940,0,1947,0,3500000
3,1,1870,4900,1,0,0,4,1720,150,1937,0,3493000
3,2.5,2540,3060,1,0,0,4,1880,660,1937,0,3465000
4,1.75,1700,5320,1,0,0,4,1700,0,1975,0,3465000
4,1.75,1720,2145,1,0,0,3,1420,300,1975,0,3465000
4,2.5,2520,4000,2,0,0,3,2520,0,1990,0,3430000
4,2.5,2240,3185,2,0,0,3,2240,0,2006,0,3430000
4,2.5,1790,3850,1,0,2,4,1240,550,1983,0,3430000
3,2.25,1760,2145,2,0,0,4,1760,0,1983,0,3430000
2,1,1410,2610,1,0,2,4,940,470,1918,0,3430000
2,1,910,1950,1,0,0,4,910,0,1923,0,3430000
3,1.75,1680,4040,1,0,0,4,1400,280,1960,0,3423000
2,1,770,4785,1,0,0,4,770,0,1927,0,3395000
2,1,720,3450,1,0,0,4,720,0,1947,0,3395000
4,3.25,2885,3640,2,0,0,4,2885,0,1984,0,3395000
5,3.75,2800,3500,1,0,0,3,2800,0,1964,0,3360000
3,2,1490,4960,1,0,0,5,770,720,1912,0,3360000
5,3.5,4410,4120,2,0,0,4,4410,0,1990,0,3360000
5,3.5,4170,4750,2,0,0,3,4170,0,2008,0,3360000
1,0.75,560,3720,1,0,0,3,560,0,1967,0,3360000
3,2.25,1550,3750,2,0,0,3,1550,0,2000,0,3360000
3,2.25,1550,3100,2,0,0,3,1550,0,2001,0,3360000
3,1.75,1180,3185,1,0,0,3,1180,0,1981,0,3360000
3,2.25,1190,2700,1,0,0,3,1190,0,1984,0,3353000
2,1,930,2145,1,0,0,3,730,200,1943,0,3332000
3,1.75,1200,4040,1,0,0,4,1200,0,1960,0,3325000
4,1.5,1520,4775,1,0,0,4,1520,0,1960,0,3325000
3,1.5,1500,2500,1,0,0,4,1500,0,1970,0,3290000
3,1,1230,3180,1,0,0,3,1230,0,1978,0,3290000
4,1.5,1800,6060,1,0,0,4,1800,0,1977,0,3290000
3,2,1600,3480,1,0,0,3,1600,0,1990,0,3290000
3,2,1810,3792,1,0,0,3,1810,0,1970,0,3290000
3,1.5,1360,4040,1.5,0,0,5,1360,0,1984,0,3290000
3,1,1380,2145,1,0,0,3,1380,0,1977,0,3290000
3,2,930,5880,1,0,0,3,930,0,1978,0,3290000
3,2.5,1270,4500,2,0,0,3,1270,0,1993,0,3255000
3,2.5,1870,3930,1,0,0,4,1250,620,1994,0,3255000
3,1.75,1630,3640,1,0,0,4,1330,300,1979,0,3234000
4,2.25,1600,4370,1,0,0,4,1080,520,1979,0,3220000
3,1.5,1150,2684,1,0,0,3,1150,0,1971,0,3220000
3,2.25,1360,4320,2,0,0,3,1360,0,1992,0,3220000
3,1.5,1390,3120,2,0,0,3,1390,0,1979,0,3220000
2,1.75,1550,3450,1,0,0,3,970,580,1969,0,3150000
4,1.75,1580,3986,2,0,0,3,1580,0,1979,0,3150000
3,1.75,1710,3500,1,0,0,3,1060,650,1967,0,3150000
3,1,1090,4095,1.5,0,0,5,1090,0,1912,0,3150000
4,1.5,1570,1650,1,0,0,5,1570,0,1911,0,3150000
1,0.75,760,3450,1,0,0,4,760,0,1915,0,3150000
2,1,780,6750,1,0,0,4,780,0,1948,0,3150000
4,2,1440,9000,1,0,0,4,1440,0,1966,0,3150000
2,1,810,3069,1,0,0,4,810,0,1923,0,3150000
2,1,1070,4500,1,0,0,4,1070,0,1983,0,3143000
3,1.5,1280,5495,2,0,0,3,1280,0,1983,0,3129000
3,1.5,1280,2398,2,0,0,4,1280,0,1985,0,3118850
3,1.5,1280,3000,2,0,0,4,1280,0,1985,0,3115000
3,1.5,1280,3850,2,0,0,4,1280,0,1985,0,3115000
3,1.5,1280,3500,2,0,0,3,1280,0,1985,0,3115000
3,1.5,1280,8100,2,0,0,4,1280,0,1983,0,3087000
4,2.5,2710,4960,2,0,2,3,2710,0,1992,0,3080000
4,2.5,2660,2160,2,0,2,3,2660,0,1993,0,3080000
3,2.5,2320,3090,2,0,2,3,2320,0,1992,0,3080000
4,2.5,2150,4500,2,0,0,3,2150,0,2006,0,3080000
4,2.5,2730,3800,2,0,0,3,2730,0,2006,0,3045000
4,2.5,2150,3090,2,0,0,3,2150,0,2007,0,3010000
3,2.5,1740,3240,2,0,0,3,1740,0,2009,0,3010000
4,2.5,2230,2835,2,0,0,3,2230,0,2011,0,3010000
3,1.5,2080,4600,1,0,0,3,1300,780,1963,0,3010000
3,1.75,1020,5076,1,0,0,5,1020,0,1954,0,3010000
2,1,1380,3750,1,0,0,3,870,510,1943,0,3010000
4,1.75,1780,3630,1,0,0,5,890,890,1903,0,3010000
6,2,2020,8050,1,0,0,3,1010,1010,1979,0,3003000
4,3,1800,4352,2,0,0,3,1800,0,2000,0,2975000
4,2.5,2940,3000,2,0,0,3,2940,0,2000,0,2961000
2,1,1240,5850,1,0,0,3,1240,0,1967,0,2940000
3,1.75,2880,4960,1,0,0,3,1580,1300,1958,0,2940000
5,1,1460,3600,2,0,0,4,1460,0,1941,0,2940000
4,1,1380,3660,1,0,0,3,1190,190,1928,0,2940000
3,1.75,1590,3480,1.5,0,0,3,1290,300,1933,1989,2940000
3,1,1320,2700,1,0,0,4,1320,0,1967,0,2940000
3,1,1020,3150,1,0,0,4,1020,0,1967,0,2940000
3,1,1010,6615,1,0,0,4,1010,0,1968,0,2940000
3,2,1680,3040,1.5,0,0,4,1680,0,1968,0,2870000
4,1.75,1650,3630,1,0,0,3,910,740,1978,1993,2870000
3,1.5,1800,6000,2,0,0,3,1800,0,1931,0,2870000
2,2,1440,5400,1,0,0,4,1440,0,1942,1983,2870000
4,1,1220,5200,1.5,0,0,5,1220,0,1916,0,2852500
3,2,2040,3300,1,0,0,3,810,1230,1910,0,2835000
4,1.75,1450,4350,1.5,0,0,3,1180,270,1962,0,2835000
3,1.5,1140,2640,1,0,0,3,1140,0,1960,0,2835000
3,1,990,2650,1.5,0,0,3,990,0,1936,0,2800000
3,1.75,1930,3960,1,0,0,4,1330,600,1977,0,2800000
4,2.25,1980,6800,1,0,0,3,1170,810,1977,0,2730000
4,2.25,2050,4000,2,0,0,4,2050,0,1978,0,2730000
3,2.25,1640,4000,2,0,0,3,1640,0,1996,0,2695000
4,2.25,2115,3934,2,0,0,3,2115,0,1998,0,2660000
4,2.75,2910,2000,1,0,0,3,1600,1310,1998,0,2660000
3,2.25,1620,3630,1,0,0,3,1280,340,1998,0,2660000
4,2.75,1990,2800,1,0,0,3,1270,720,1999,0,2660000
3,1.75,1600,2430,1,0,0,3,1600,0,1998,0,2660000
3,1.75,1600,3480,1,0,0,3,1600,0,1999,0,2660000
2,1.75,1050,4000,1.5,0,0,4,1050,0,1975,0,2660000
3,2.25,2120,3185,1,0,0,3,1720,400,1979,0,2653000
4,1.75,2300,4000,1.5,1,4,3,2300,0,1934,1958,2653000
3,1.75,1760,2910,2,1,4,3,1760,0,1940,1960,2604000
2,1.75,2080,3600,1,1,4,4,1040,1040,1939,1984,2590000
2,1.75,2620,4400,2,1,4,3,2120,500,1931,1991,2590000
4,3.25,3580,3600,1.5,1,4,4,3480,100,1915,1965,2590000
4,2.5,3040,2880,2,0,0,3,3040,0,2001,0,2520000
3,2.25,2860,3180,1,0,4,3,1920,940,1976,0,2520000
4,2.75,2610,3000,1,0,0,4,1760,850,1978,0,2520000
5,2.5,2820,4400,1,0,0,4,1410,1410,1967,0,2485000
4,2.25,2490,3000,1,0,0,4,1490,1000,1953,0,2485000
3,1.75,1970,3210,1,0,3,4,1130,840,1950,0,2450000
3,1.75,1680,3240,1,0,2,3,1680,0,1950,0,2450000
2,1,1340,3000,1,0,2,3,1340,0,1950,0,2450000
4,1.75,2500,3500,1,0,0,3,1250,1250,1973,0,2450000
3,2,1810,4840,1,0,0,4,1810,0,1960,0,2450000
3,1.75,1440,7700,1,0,0,4,1440,0,1958,0,2450000
3,1.5,1510,3635,1,0,0,3,1510,0,1959,0,2408000
5,2.25,2720,2475,1,0,0,4,1500,1220,1958,0,2380000
3,1.5,1260,2787,1,0,0,3,1260,0,1959,0,2380000
3,1.75,1430,3264,1,0,0,3,1430,0,1959,0,2380000
3,1.75,1950,3640,1,0,0,4,1250,700,1962,0,2345000
3,1.75,1590,3180,1,0,0,3,1590,0,1963,0,2310000
4,2.5,2090,1836,2,0,0,3,2090,0,2012,0,2275000
3,2.5,3450,3970,3,0,0,4,2970,480,1927,1975,2275000
5,2.5,3210,3970,1,0,0,4,1830,1380,1968,0,2275000
4,2.75,2420,1950,1,0,0,3,1530,890,1977,0,2240000
2,1,1140,5300,1,0,0,3,1140,0,1947,0,2233000
4,1,1820,3000,1.5,0,0,3,1820,0,1947,0,2135000
3,1.75,1960,2400,1,0,0,3,980,980,1948,0,2100000
3,1.75,1960,3000,1,0,0,3,980,980,1948,0,2100000
3,1,980,3360,1,0,0,3,830,150,1948,0,2100000
4,1.75,1850,3420,1,0,0,3,1140,710,1960,0,1960000
2,2.75,2810,1700,1,0,0,3,1510,1300,1968,0,1890000
4,3.25,2840,3649,2,0,3,3,2330,510,2014,0,1890000
4,3.5,5550,2990,2,0,2,4,3350,2200,2000,0,1855000
4,3.25,4430,3000,2,0,0,3,4430,0,1952,2007,1820000
4,2.5,2260,2400,1,0,0,3,1460,800,1965,0,1767150
3,2,1550,3620,1,0,0,4,1550,0,1965,0,1750000
4,1.75,1720,2910,1,0,0,4,1720,0,1965,0,1750000
4,2.25,2180,3850,1,0,0,3,1680,500,1969,0,1750000
3,1.5,1200,7420,2,0,0,3,1200,0,1966,0,13300000
3,1.5,1200,8960,2,0,0,3,1200,0,1966,0,12250000
4,2,1870,9960,1,0,0,3,1870,0,1966,0,12250000
4,2.5,2370,7500,2,0,0,3,2370,0,1966,0,12215000
3,3,2680,7420,1,0,0,4,2680,0,1970,0,11410000
4,2,1480,7500,1,0,0,4,1480,0,1974,0,10850000
3,1,1170,8580,1,0,0,4,1170,0,1969,0,10150000
3,2.25,1500,16200,1,0,0,3,1210,290,1968,0,10150000
3,2.25,1530,8100,1,0,0,4,1240,290,1968,0,9870000
3,2.25,1500,5750,1,0,0,4,1210,290,1968,0,9800000
3,2.25,1500,13200,1,0,0,4,1210,290,1968,0,9800000
3,1.75,1480,6000,1,0,0,4,1480,0,1968,0,9681000
3,1.75,1480,6550,1,0,0,4,1480,0,1968,0,9310000
4,2.75,1960,3500,1.5,0,0,4,1960,0,1983,0,9240000
3,1.5,1730,7800,2,0,0,4,1730,0,1983,0,9240000
3,2.25,1660,6000,1,0,0,4,1660,0,1961,0,9100000
3,2.25,3370,6600,1,1,4,3,1920,1450,1980,0,9100000
3,1,1090,8500,1,0,0,4,1090,0,1952,0,8960000
3,1.5,1900,4600,1.5,0,0,3,1640,260,1926,0,8890000
3,1.5,1900,6420,1.5,0,0,3,1640,260,1926,0,8855000
3,3.25,1550,4320,3,0,0,3,1550,0,2006,0,8750000
3,1,870,7155,1,0,0,3,870,0,1953,0,8680000
3,2.25,1800,8050,1,0,0,3,1300,500,1975,0,8645000
4,3,2320,4560,2,0,0,3,2320,0,1976,0,8645000
3,1,1020,8800,1,0,0,3,1020,0,1949,0,8575000
4,2,1400,6540,1,0,0,3,1400,0,1969,0,8540000
3,1.75,1400,6000,1,0,0,4,1400,0,1976,0,8463000
8,3.25,4300,8875,2,0,0,4,2800,1500,1979,0,8400000
3,1,960,7950,1,0,0,3,960,0,1953,0,8400000
3,1,1390,5500,1.5,0,0,4,1390,0,1954,0,8400000
5,3.25,3950,7475,2,0,2,3,3430,520,2006,0,8400000
5,2,2800,7000,1,0,0,4,1400,1400,1963,0,8400000
4,2.25,2090,4880,2,0,0,3,2090,0,1970,0,8295000
3,1.5,1840,5960,1,0,0,4,1840,0,1970,0,8190000
3,2.5,1850,6840,2,0,0,5,1850,0,1989,0,8120000
3,1,1240,7000,1,0,0,3,1240,0,1968,0,8080940
4,1.75,1880,7482,1,0,0,3,1010,870,1976,0,8043000
4,2.5,1900,9000,1,0,0,5,1900,0,1967,0,7980000
5,3,3830,6000,2,0,1,5,2630,1200,1905,1994,7962500
3,3.5,3380,6000,3,0,0,3,2800,580,2008,0,7910000
3,2.25,1810,6550,2,0,0,3,1810,0,1989,0,7875000
3,2.25,1540,6360,1,0,0,2,1180,360,1989,0,7840000
4,2.5,2980,6480,2,0,0,3,2980,0,1996,0,7700000
4,2.5,2550,6000,2,0,0,3,2550,0,1990,0,7700000
4,4,5610,6000,3,0,0,3,4750,860,2006,0,7560000
4,3.5,4910,6000,1.5,0,0,3,3110,1800,2007,0,7560000
5,3.5,5150,6000,2,0,2,3,3700,1450,2007,0,7525000
3,1.5,2240,6600,2,0,1,3,1440,800,1977,0,7490000
2,1,1120,4300,1,0,2,4,1120,0,1971,0,7455000
4,3,3060,7440,1,0,2,4,2460,600,1957,0,7420000
3,2.5,3600,7440,1,0,3,3,2310,1290,1950,2007,7420000
3,2.25,2240,6325,1,0,0,3,1440,800,1979,0,7420000
3,2,1660,6000,1,0,0,3,1660,0,1949,0,7350000
3,1,1260,5150,1.5,0,2,4,1260,0,1937,0,7350000
4,2.5,2390,6000,2,0,0,3,2390,0,1997,0,7350000
5,2.5,2780,6000,1,0,0,4,1390,1390,1967,0,7350000
2,2.5,1590,11440,2,0,0,3,1590,0,1997,0,7343000
2,2.5,1590,9000,2,0,0,3,1590,0,1997,0,7245000
3,3.5,2320,7680,2,0,0,3,2060,260,1997,0,7210000
3,1.75,1840,6000,1,0,0,3,1370,470,1974,0,7210000
4,2.25,2170,6000,1,0,0,3,1540,630,1974,0,7140000
3,1.75,1500,8880,1,0,0,3,1500,0,1974,0,7070000
5,2.25,2100,6240,1,0,0,3,1600,500,1974,0,7070000
3,1.75,1480,6360,1,0,0,3,1480,0,1974,0,7035000
4,1.5,1300,11175,1.5,0,0,3,1300,0,1963,0,7000000
4,2.75,2320,8880,2,0,0,3,2320,0,2012,0,6930000
3,1,1150,13200,1,0,0,4,1150,0,1957,0,6930000
3,1,1410,7700,1,0,0,3,1410,0,1958,0,6895000
3,2.5,1730,6000,2,0,0,3,1730,0,1993,0,6860000
4,2.5,1900,12090,2,0,0,3,1900,0,1992,0,6790000
4,2.5,1860,4000,2,0,0,4,1860,0,1991,0,6790000
3,2.5,2030,6000,2,0,0,3,2030,0,1993,0,6755000
3,2.5,1640,5020,2,0,0,3,1640,0,1991,0,6720000
4,2,2750,6600,2,0,0,3,2130,620,1901,1987,6685000
3,3.5,1370,4040,2,0,0,3,1180,190,2000,0,6650000
3,1.75,1400,4260,1,0,0,4,700,700,1908,2006,6650000
2,1.5,790,6420,2,0,0,3,700,90,2003,0,6650000
5,2.5,2010,6500,1.5,0,0,3,1510,500,1912,0,6650000
6,2,2150,5700,1,0,0,3,1270,880,1952,0,6650000
2,1,800,6000,1,0,0,3,800,0,1918,0,6650000
3,1.5,2500,6000,1.5,0,2,3,1450,1050,1940,0,6629000
4,2.25,3070,4000,2,0,0,3,2740,330,2010,0,6615000
2,1,870,10500,1,0,0,3,870,0,1949,0,6615000
3,1.75,710,6000,1,0,0,4,710,0,1950,0,6580000
2,1,720,3760,1,0,0,5,720,0,1951,0,6510000
2,1,1210,8250,1,0,0,3,710,500,1951,0,6510000
3,1,1080,6670,1,0,0,3,1080,0,1950,0,6510000
2,1,870,3960,1,0,0,3,870,0,1950,2007,6475000
2,1,850,7410,1,0,0,3,850,0,1951,0,6475000
3,2,2710,8580,2,0,0,3,2710,0,1951,0,6440000
2,1,1000,5000,1,0,0,3,1000,0,1951,0,6440000
2,1,960,6750,1,0,0,5,960,0,1951,0,6419000
2,1,960,4800,1,0,0,3,960,0,1951,0,6405000
2,1,940,7200,1,0,0,3,940,0,1951,0,6300000
2,1,740,6000,1,0,0,5,740,0,1942,0,6300000
2,1,670,4100,1,0,0,3,670,0,1942,0,6300000
2,1,740,9000,1,0,0,3,740,0,1942,0,6300000
2,1,710,6400,1,0,0,3,710,0,1942,0,6300000
2,1,740,6600,1,0,0,3,740,0,1942,0,6293000
3,1.75,1530,6000,1,0,0,3,1530,0,1942,2004,6265000
2,1,670,6600,1,0,0,4,670,0,1942,0,6230000
2,1,710,5500,1,0,0,3,710,0,1942,0,6230000
2,1,670,5500,1,0,0,5,670,0,1942,0,6195000
2,1,710,6350,1,0,0,5,710,0,1942,0,6195000
2,1,670,5500,1,0,0,5,670,0,1942,0,6195000
2,1,670,4500,1,0,0,4,670,0,1942,0,6160000
2,1,670,5450,1,0,0,3,670,0,1942,0,6160000
3,1,770,6420,1,0,0,3,670,100,1942,0,6125000
2,1,710,3240,1,0,0,5,710,0,1942,0,6107500
4,3,2240,6615,2,0,0,3,2240,0,1942,1993,6090000
3,2.25,1250,6600,1,0,0,5,1250,0,1942,0,6090000
3,1,1040,8372,2,0,0,3,1040,0,1942,0,6090000
3,1,1050,4300,1,0,0,3,1050,0,1942,0,6083000
4,1,1370,9620,2,0,0,3,1370,0,1942,0,6083000
4,2,3090,6800,2.5,0,0,5,3090,0,1918,0,6020000
4,2.5,1990,8000,2,0,0,3,1990,0,1999,0,6020000
4,2.25,2050,6900,2,0,0,4,2050,0,1977,0,6020000
3,1,1150,3700,1,0,0,4,1150,0,1953,0,5950000
3,1.75,2270,6420,1,0,0,3,1370,900,1948,0,5950000
1,2.5,1980,7020,1,0,0,4,1180,800,1979,0,5950000
5,1.75,2590,6540,1,0,0,4,1750,840,1979,0,5950000
3,1.75,2050,7231,1,0,0,3,1240,810,1979,0,5950000
3,1.75,1290,6254,1,0,0,3,1290,0,1979,0,5950000
4,1.75,1760,7320,1,0,0,4,1080,680,1979,0,5950000
3,2.25,1760,6525,2,0,0,3,1760,0,1984,0,5950000
3,1,1010,15600,1,0,0,3,1010,0,1915,0,5943000
4,3,2780,7160,1.5,0,0,5,1710,1070,1919,0,5880000
2,1,1300,6500,1,0,0,3,1300,0,1961,0,5880000
3,1.75,1300,5500,1,0,0,4,1300,0,1962,0,5873000
3,1,940,11460,1,0,0,4,940,0,1954,0,5873000
3,1,1260,4800,1,0,0,4,1260,0,1954,0,5866000
3,1,1090,5828,1,0,0,4,1090,0,1955,0,5810000
3,2,1760,5200,1,0,0,4,880,880,1936,0,5810000
5,3.25,3730,4800,1,0,4,4,3730,0,1963,0,5810000
4,3.5,3370,7000,2,0,0,3,2250,1120,2001,0,5803000
4,3.5,3020,6000,2,0,0,3,3020,0,1990,0,5775000
5,2.5,3180,5400,2,0,0,4,3180,0,1990,0,5740000
4,2.5,3360,4640,2,0,0,3,3360,0,1988,0,5740000
4,2.5,3780,5000,2,0,0,3,3780,0,1990,0,5740000
3,1.5,1260,6360,2,0,0,3,1260,0,1999,0,5740000
4,2.75,3550,5800,2,0,0,3,3550,0,2014,0,5740000
4,2.75,3510,6660,2,0,0,3,3510,0,2014,0,5652500
5,2.75,3600,10500,2,0,0,3,3600,0,2014,0,5600000
4,3,1830,4800,2,0,0,3,1830,0,1991,0,5600000
3,2.5,1690,4700,1,0,0,3,1310,380,1991,0,5600000
4,2.5,1677,5000,2,0,0,3,1677,0,2011,0,5600000
4,2.25,2760,10500,2,0,0,4,2760,0,1976,0,5600000
4,2.5,3240,5500,1,0,0,3,1860,1380,1977,0,5600000
5,2.75,3330,6360,1,0,0,3,1740,1590,1976,0,5600000
4,2.5,2940,6600,1,0,0,4,1850,1090,1974,0,5600000
3,2.5,2420,5136,1,0,0,3,2420,0,1990,0,5600000
3,3,1850,4400,2,0,0,3,1850,0,1976,0,5565000
3,1.5,1740,5400,2,0,0,3,1740,0,1974,0,5565000
2,1.75,1910,3300,1,0,0,3,1910,0,1976,0,5530000
4,2.25,2110,3650,2,0,0,3,2110,0,1975,0,5530000
4,3,3750,6100,2,0,0,3,3750,0,1976,0,5530000
3,2.5,3180,6900,2,0,0,4,3180,0,1978,0,5523000
4,3,3180,2817,2,0,0,4,3180,0,1976,0,5495000
4,2.25,2130,7980,2,0,0,3,2130,0,1976,0,5495000
3,3,2470,3150,2,0,0,3,2290,180,1976,0,5460000
4,2.25,2260,6210,2,0,0,3,2260,0,1976,0,5460000
3,2.25,2520,6100,1,0,0,3,2520,0,1978,0,5460000
4,2.25,2360,6600,1,0,0,3,2360,0,1977,0,5460000
5,2.25,2480,6825,2,0,0,3,2480,0,1978,0,5425000
5,2.25,2890,6710,2,0,0,3,2890,0,1977,0,5390000
5,2.25,2520,6450,2,0,0,3,2520,0,1977,0,5383000
4,2.75,3580,7800,1,0,0,3,1840,1740,1979,0,5320000
4,2.25,3180,4600,2,0,0,3,3180,0,1978,0,5285000
3,2.5,2970,4260,1,0,0,3,1770,1200,1995,0,5250000
3,2.5,2970,6540,1,0,0,3,1770,1200,1995,0,5250000
3,2.5,3720,5500,2,0,0,3,3720,0,1982,0,5250000
4,2.25,3140,10269,2,0,0,3,3140,0,1979,0,5250000
4,1.75,2780,8400,2,0,0,4,2780,0,1978,0,5250000
4,2.25,2450,5300,1,0,0,3,2450,0,1979,0,5250000
3,2.5,2820,3800,2,0,0,3,2820,0,1991,0,5250000
4,2.25,2520,9800,2,0,0,3,2520,0,1980,0,5250000
3,2.5,2670,8520,1,0,0,3,2670,0,1987,0,5250000
4,2.5,2500,6050,1,0,0,3,2500,0,1983,0,5243000
4,2.25,3180,7085,2,0,0,3,3180,0,1984,0,5229000
3,2.5,2400,3180,1,0,0,3,2400,0,1983,0,5215000
3,3,3450,4500,2,0,0,3,3450,0,1983,0,5215000
5,2.5,4870,7200,2,0,0,3,3470,1400,1983,0,5215000
4,2.5,2810,3410,2,0,0,3,2810,0,1982,0,5145000
3,3.25,4330,7980,2,0,0,3,3630,700,1985,0,5145000
4,2.5,3300,3000,2,0,0,3,3300,0,1984,0,5110000
4,2.5,2670,3000,2,0,0,3,2670,0,1996,0,5110000
3,2.5,2880,11410,2,0,0,4,2880,0,1985,0,5110000
4,3,3040,6100,2,0,0,3,3040,0,1987,0,5110000
4,2.25,3190,5720,2,0,0,3,2300,890,1984,0,5075000
4,2.5,3160,3540,2,0,0,3,3160,0,1983,0,5040000
3,1.5,1560,7600,1,0,0,5,1200,360,1989,0,5040000
3,2.25,1710,10700,2,0,0,3,1710,0,1989,0,5040000
3,2.25,1450,6600,2,0,0,3,1450,0,1989,0,5040000
3,2,1910,4800,1.5,0,0,3,1910,0,1971,0,5033000
3,2.25,2330,8150,1.5,0,0,3,2330,0,1971,0,5005000
4,1.75,2570,4410,1,0,0,3,1910,660,1978,0,4970000
5,2.5,3470,7686,2,0,0,3,3470,0,1978,0,4970000
4,2.5,3220,2800,2,0,0,3,3220,0,1978,0,4956000
3,2,1800,5948,1,0,0,3,1220,580,1978,0,4935000
4,1.75,2380,4200,1,0,0,3,1610,770,1978,0,4907000
4,2.25,2770,4520,2,0,0,4,2770,0,1979,0,4900000
4,2.25,2080,4095,1,0,0,4,1220,860,1979,0,4900000
3,2.25,1890,4120,1,0,0,3,1890,0,1978,0,4900000
3,2.25,1760,5400,2,0,0,3,1760,0,1978,0,4900000
3,1.5,1800,4770,1,0,0,3,1200,600,1957,0,4900000
4,2.75,1700,6300,1,0,0,4,1200,500,1964,0,4900000
3,2.25,2950,5800,1.5,0,0,3,1950,1000,1963,0,4900000
3,2.5,4560,3000,2,0,0,4,3800,760,1986,0,4900000
5,2.75,2890,2970,1,0,0,4,2150,740,1963,0,4900000
4,2.5,3470,6720,2,0,0,4,3470,0,1963,0,4900000
3,1.75,1690,4646,1,0,0,3,1690,0,1984,0,4900000
4,2.25,2570,12900,2,0,0,4,2570,0,1980,0,4900000
3,1.75,2040,3420,1,0,0,3,2040,0,1980,0,4893000
4,2.5,3350,4995,2,0,0,4,3350,0,1985,0,4893000
3,1.5,1820,4350,1,0,0,4,1820,0,1962,0,4865000
2,1,1060,4160,1,0,0,4,1060,0,1917,0,4830000
3,2.25,1360,6040,2,0,0,3,1094,266,2006,0,4830000
3,1.75,1770,6862,1.5,0,0,3,1770,0,1914,0,4830000
3,1,1460,4815,1.5,0,0,4,1460,0,1916,0,4830000
3,2.5,1920,7000,3,0,3,3,1920,0,2000,0,4795000
3,2.5,2020,8100,3,0,3,3,2020,0,2000,0,4795000
3,1,1180,3420,1.5,0,0,3,1180,0,1902,0,4767000
4,2,1400,9166,1.5,0,0,4,1400,0,1945,0,4760000
4,1,1660,6321,1.5,0,0,3,1260,400,1945,0,4760000
4,2.5,1690,10240,1.5,0,0,4,1140,550,1912,0,4760000
3,1.75,1970,6440,1,0,0,3,1130,840,1908,1965,4753000
3,2,1260,5170,2,0,0,3,1260,0,1987,0,4690000
2,1,900,6000,1,0,0,4,900,0,1909,0,4690000
3,2.5,1190,3630,3,0,0,3,1190,0,2008,0,4690000
4,2,1900,9667,1,0,0,3,950,950,1914,1973,4690000
2,1,1890,5400,1.5,0,0,4,1890,0,1909,0,4690000
3,2,1690,4320,1.5,0,0,5,1690,0,1907,0,4690000
3,1.75,1890,3745,1,0,0,3,1290,600,1974,0,4655000
2,1,980,4160,1,0,0,4,980,0,1907,0,4620000
1,1,720,3880,1,0,0,3,720,0,1907,0,4620000
2,1,1250,5680,1,0,0,3,850,400,1929,0,4620000
2,1.5,1840,2870,1,0,0,3,1040,800,1928,0,4620000
2,1,1490,5010,1,0,0,3,860,630,1929,0,4620000
